ten_san_pham,ram_gb,o_cung_gb,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN,thuong_hieu_ASUS,thuong_hieu_Acer,thuong_hieu_Apple,thuong_hieu_Asus,thuong_hieu_DELL,thuong_hieu_Dell,thuong_hieu_GIGABYTE,thuong_hieu_Gigabyte,thuong_hieu_HP,thuong_hieu_Hp,thuong_hieu_Khác,thuong_hieu_LENOVO,thuong_hieu_Lenovo,thuong_hieu_Lg,thuong_hieu_MACBOOK,thuong_hieu_MSI,thuong_hieu_Msi,thuong_hieu_Other,thuong_hieu_Surface,cpu_Core Ultra 5,cpu_Core Ultra 7,cpu_Core Ultra 9,cpu_Core i3,cpu_Core i5,cpu_Core i7,cpu_Core i9,cpu_Other,cpu_Ryzen 5,cpu_Ryzen 7,vga_Apple GPU,vga_INTEL ARC GRAPHICS,vga_INTEL GRAPHICS,vga_INTEL IRIS XE,vga_INTEL IRIS XE GRAPHICS,vga_INTEL UHD GRAPHICS,vga_NVIDIA Card Rời,vga_Onboard,vga_Other,vga_RTX 3050 6GB
"Dell Vostro 5370 Core i5 8250U, 8GB 256GB, VGA 2GB",-1.0,-1.0,-0.670206819452208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 5480 i5 14 inch 8GB/256GB,-1.0,-1.0,-0.7484628283957518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Notebook 15S-FQ2556TU i7-1165G7-16G-512G-FulBox,0.0,0.0,-0.3912800447177194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Macbook Air M2 16GB/256GB 13.6inch Retina 2,5k",0.0,-1.0,-0.1391839016210173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acer TravelMate P249-G3 i5-8250U 14 inch 8GB/128GB,-1.0,-1.5,-0.6813862493012857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Pro 16 M1 Pro 32GB/1TB máy sạch pin 9x,2.0,2.0,0.660145332588038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Microsoft Surface Go 2 M3/8G/128GB/0.5kg/Pin6h_,-1.0,-1.5,-0.7875908328675237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Pro 13 bar i7/32GB/2TB siêu khoẻ,2.0,3.0,-0.0832867523756288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apple Macbook Air M1 8GB/256GB,-1.0,-1.0,-0.3627724986025712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Th lý Macbook Air i5 4GB/128GB nguyên bản,-1.5,-1.5,-0.7931805477920626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell Latitude 7320 i7-1185G7 13.3 inch 32GB/256GB,2.0,-1.0,-0.3963107881498043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo 5 14IRH10 OLED i5-13420H 16GB/1TB 14,0.0,2.0,0.0285075461151481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ThinkBook 16 G7+ 2025 R7-8845H | 24G | 512G,1.0,0.0,0.1565120178870877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Dell V3400 core i3-1115G4 4GB/128GB/14FHD,-1.5,-1.5,-0.7121296813862493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP NoteBook 14 240-G8 i5-1135G7-8GB-512GB,-1.0,0.0,-0.3963107881498043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASUS Vivobook M1405NAQ-LY011W Ryzen 7 16GB/512GB,0.0,0.0,-0.1676914477361654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
LG 13Z970-G.AA52C1 i5 16GB/512GB,0.0,0.0,-0.6143096702068195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acer NITRO AN515-45 Ryzen 5 15.6 inch 8G/512G,-1.0,0.0,-0.4466182224706539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
MSI GF63 i7-10750H 8GB/512GB/ GTX 1650 MaxQ,-1.0,0.0,-0.5081050866405813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DELL inspiron 5502 i7 1165g7 RAM 16G SSD 512G,0.0,0.0,-0.2789267747344885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOQ Gaming Ryzen 7 16GB/512GB - Bán Gấp, mua",0.0,0.0,0.2241475684740078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HP OmniBook 7 14-fs0042TU Core 5 24GB/512GB/142K,1.0,0.0,0.3510340972610397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Vostro V5410 (i5 11300H / 8G / 512G,-1.0,0.0,-0.4857462269424259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo ThinkPad T14 Gen 1 i5-10210U 16GB/512GB,0.0,0.0,-0.558412520961431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 7310 2in1 i7 /16GB/256GB,0.0,-1.0,-0.4745667970933482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOQ 15ARP9 R5-7235HS | 16G | 512G | RTX 3050 6G,0.0,0.0,0.0558971492453884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Laptop Acer Core i5-7200U, RAM 8GB, SSD 256GB",-1.0,-1.0,-0.7708216880939072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acer Aspire 7 R5-5500U | 8G | 256G | GTX 1650,-1.0,-1.0,-0.6148686416992734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Dell Latitude 7320 i7/16GB/256GB Tablet,0.0,-1.0,-0.2845164896590273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus Vivobook X513E I5 1135G7 8G 512G FHD OLED,-1.0,0.0,-0.5081050866405813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook Pro i9 16 inch 32GB/1TB,2.0,2.0,-0.2230296254891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Macbook Pro 14inch M4 Ram 16Gb SSD 512Gb Trầy,0.0,0.0,0.7272219116825042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Microsoft Surface Pro 5 i5-7200U 8GB/256GB,-1.0,-1.0,-0.7261039686975964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Macbook Pro M2 13 inch 8GB/256GB,-1.0,-1.0,-0.0665176076020123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Latitude E5490 Core i7-8650U/8GB/ 256GB. Full HD,-1.0,-1.0,-0.6198993851313583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Latitude E7290 Core i5-8250U/8GB/ 256GB,-1.0,-1.0,-0.6925656791503634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASUS Vivobook 15 i5-1240P 15 inch 16GB/512GB,0.0,0.0,-0.3907210732252655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Precision 5510 i7-6820HQ 15.6 inch 8GB/512gb,-1.0,0.0,-0.5695919508105086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Surface Pro 7 I5 8GB/256GB,-1.0,-1.0,-0.5427613191727222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell XPS 9310 i7-1195G7 13.4 32GB/512GB,2.0,0.0,-0.0832867523756288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Air 15 inch M2 2023 8GB 256GB P 55l,-1.0,-1.0,0.1011738401341531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell 3550 Core I5 Ram 8G SSD 128G+HDD 500G 15.6,-1.0,-1.5,-0.7708216880939072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASUS VIVOBOOK 14 FLIP ULTRA 7 256V 16G 1TB 14X360,0.0,2.0,0.2744550027948574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo 81X8 i3 Gen 11 12GB/256GB,-0.5,-1.0,-0.670206819452208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gaming ROG Strix G531GD i7 8G 512G GTX 1050 144hz,-1.0,0.0,-0.4186696478479597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Pavilion 14-CE i3-1005G1/8GB/256GB/14 FHD IPS,-1.0,-1.0,-0.6031302403577418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DELL cor I5 THẾ HỆ 10 RAM 8G/ 256G,-1.0,-1.0,-0.6143096702068195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Pavilion 14-DV i5-1135G7/8GB/256GB/14 FHD IPS,-1.0,-1.0,-0.4745667970933482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DELL LATITUDE 5300 I7 8665u 8G 256G 13.3FHD ZIN,-1.0,-1.0,-0.6087199552822806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell 3400 I5 1135G7 Ram 8G SSD 512G VGAĐồ Họa,-1.0,0.0,-0.5081050866405813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Macbook Air 13 inch M1 8GB/512GB quốc tế,-1.0,0.0,-0.3018446059250978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HP 15EG I5 1135G7 Ram 8G SSD 512G 15.6FHD vỏ nhôm,-1.0,0.0,-0.4745667970933482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo ThinkPad X390 i5-8365U 13.3 inch 8GB/256GB,-1.0,-1.0,-0.7484628283957518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Precision 3571 I7 12800H 16G 256G FHD T600 4G,0.0,-1.0,-0.2286193404136389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DELL LATITUDE 5420 I7 1165G7 8GB 256GB 14FHD,-1.0,-1.0,-0.4969256567915036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Core i5 Gen 8 16GB/256GB Đen,0.0,-1.0,-0.7708216880939072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook M1 Pro 16 inch 16GB/1TB,0.0,2.0,0.3918390162101733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell Tablet 7400 2in1 / i7 / 16GB / 256GB,0.0,-1.0,-0.3963107881498043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Microsoft Surface Laptop Go i5 12.4 inch 8GB/256GB,-1.0,-1.0,-0.5863610955841252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus F570ZD Ryzen 5 2500u 8G 256G GTX 1050 4G,-1.0,-1.0,-0.5640022358859698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Laptop i5-6300U, Ram 4G,SSD 128G, Win10 giá tốt",-1.5,-1.5,-0.8099496925656792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo ThinkPad P51 i7-7700HQ 15.6 inch 8GB/256GB,-1.0,-1.0,-0.519284516489659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell V3400 i7 1165G7 8G 512G MX330 2G,-1.0,0.0,-0.4745667970933482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acer Nitro i5-11th Gen/8GB/512GB RTX 3050,-1.0,0.0,-0.4130799329234209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Asus Zephyrus G15 Ryzen 9 15.6 inch 16GB/512GB,0.0,0.0,-0.0273896031302403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dell Inspiron 15-3567 i5-7200U/8GB/128GB+500Gb/2Gb,-1.0,-1.5,-0.7261039686975964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSI GF63 12UC i5-12450H 15.6 inch 8GB/512GB,-1.0,0.0,-0.2677473448854108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus Vivobook 16 i5 Gen 13 16GB/512GB,0.0,0.0,-0.4019005030743432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple Macbook Air M2 16GB/256GB Midnight,0.0,-1.0,-0.0106204583566238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell Inspiron 5570 i5-8250U 15.6 inch 8GB/256GB,-1.0,-1.0,-0.703745108999441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Probook 430G6 i5-8265U/8GB/128GB/3H,-1.0,-1.5,-0.6757965343767468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Pro X2 612 G2 i5 7Y54/8G/256G/12 FHD+,-1.0,-1.0,-0.7931805477920626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Dell E5400 i5-8365U 14 , 8GB, ssd 256GB, màn 14FHD",-1.0,-1.0,-0.6869759642258245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus Vivobook X1503 Ryzen 5-5600H 8GB/512GB Oled,-1.0,0.0,-0.4633873672442705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HP 840 G9 i7 1265U 8GB DDR5 256GB NVMe,-1.0,-1.0,-0.2789267747344885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Asus VivoBook X541UA Core i7-7500U, 8GB, 256GB- Rẻ",-1.0,-1.0,-0.7316936836221353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSI Cyborg 15 i7-13620H 15.6 inch 16GB/512GB,0.0,0.0,0.1682504192286193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thinkpad L390 i5 13.3 inch 8GB/128GB/13.3 inch HD,-1.0,-1.5,-0.7820011179429849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acer Swift SF314-56 i3-8145U 14 inch 8GB/128GB,-1.0,-1.5,-0.7875908328675237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Surface Pro 9 i7 16GB/512GB ít dùng,0.0,0.0,0.1961989938513136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E pass Asus X415EA i3 1115G4 12GB/512GB mua TGDĐ,-0.5,0.0,-0.6422582448295137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Surface Pro 8 i5 8GB/256GB Bạc và đen,-1.0,-1.0,-0.2062604807154835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Pro 2020 i5 13 inch 16GB/512GB,0.0,0.0,-0.4187255449972051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MacBook Air 2019 i5 13.3 inch 8GB/128GB,-1.0,-1.5,-0.5640022358859698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apple Macbook Pro i5 13.3 inch 8GB/128GB,-1.0,-1.5,-0.6366685299049748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MacBook Air 13inch Chip M4 Ram 16Gb SSD 256Gb,0.0,-1.0,0.3353828954723309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Razer Blade 15 i7-10875H RTX 2070 SUPER 16GB/512GB,0.0,0.0,-0.0614868641699273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Latitude 5500 i7-8665U 15.6 inch 8GB/256GB,-1.0,-1.0,-0.6204583566238122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Precision 3470 i5-1250P 14 inch 8GB/256GB,-1.0,-1.0,-0.4130799329234209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP 650 G9 i5 Gen 12 8GB/256GB,-1.0,-1.0,-0.3068753493571828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Macbook Pro 13inch 2019 Core i5 Ram 8Gb SSD 256Gb,-1.0,-1.0,-0.4186696478479597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell Precision 7550 i7-10750H 15.6 inch 16GB/512GB,0.0,0.0,-0.2286193404136389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ThinkPad E15 G3 R5-5500U - SSD 256GB - RAM 16GB,0.0,-1.0,-0.6143096702068195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 5430 i7-12550 14 inch 8GB/256GB,-1.0,-1.0,-0.4689770821688094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell đời 55 i5-1245U 13.3 inch 16GB/256GB,0.0,-1.0,-0.5472330911123533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Pavilion 15 i5-1135G7 15.6 inch 8GB/256GB,-1.0,-1.0,-0.3963107881498043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HP 15EG i7-1255U 15.6 inch 8GB/512GB, Vga Rời",-1.0,0.0,-0.3404136389044159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 5400 i7-8665U 14 inch 8GB/256GB,-1.0,-1.0,-0.5248742314141979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
