ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
Lenovo ThinkPad E14 Gen 7 21T9001YVA  : Core 5-210H | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA IPS + IR Camera + Finger | NoOs | Black,LENOVO,CORE 5 210H,16,512GB SSD,INTEL® GRAPHICS,19500000
HP Pavilion 15-eg3092TU 8C5L3PA : i7-1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 | Gold,HP,N/A,8,512GB SSD,INTEL IRIS XE,19500000
HP 14-ep1007TU 9Z2W1PA : Core 7-150U | 16GB RAM | 512GB SSD | 14 inch FHD | Windows 11 | Silver,HP,CORE 7-150U,16,512GB SSD,INTEL GRAPHICS,19500000
Dell Pro 14 Essential PV14250 PV14250-120U-16512W : Core 5 120U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 5 120U,16,512GB SSD,INTEL GRAPHICS,19550000
Dell Inspiron 3530 N5I7240W1 : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Win 11 Home | Office Home and Student 2021 | Black,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,19600000
Acer Aspire 7 A715-59G-57TU : i5-12450H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,ACER,N/A,16,512GB SSD,RTX 3050 6GB,19600000
HP 14-ep0110TU 8C5K9PA : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | Silver,HP,N/A,16,512GB SSD,INTEL IRIS XE,19690000
HP 15-fd1060TU 9Z2X8PA : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 15.6 inch FHD | Win 11 Home | Silver,HP,INTEL CORE ULTRA 7-155H,16,512GB SSD,INTEL ARC GRAPHICS,19700000
Dell Inspiron 16 Plus 7640 : Ultra 7-155H | 32GB RAM | 1TB SSD | Intel Arc Graphics | 16 inch FHD+ | Touch | Windows 11 | Ice Blue | NEW OPENBOX,DELL,ULTRA 7 155H,32,1TB SSD,INTEL ARC GRAPHICS,19700000
MSI Modern 15 H C2RMG-287VN : Core™ 7- 240H | 16GB RAM | 1TB SSD | Intel® Graphics | 15.6 inch FHD 60Hz | Led Keyboard | Windows 11 | Classic Black,MSI,INTEL® CORE™ 7 240H,16,1TB SSD,INTEL GRAPHICS,19700000
Dell 14 DC14250 71083580 : Core 7 150U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,CORE 7 150U,16,512GB SSD,INTEL GRAPHICS,20899000
Dell Pro 16 PC16250 42DLT-PC16I501 : Core 5 120U | 8GB RAM | 512GB SSD | Intel Graphics | 16 inch FHD+ | Windows 11 Home | Đen,DELL,CORE 5 120U,8,512GB SSD,INTEL GRAPHICS,19799000
HP Envy x360 2in1 14-es1023dx : Core 7-150U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Touch | Win 11 Home | Silver,HP,INTEL CORE 7-150U,16,512GB SSD,INTEL GRAPHICS,19800000
Dell Latitude 7450 : Ultra 5-135H | Ram 16GB | 512GB SSD | Intel Arc Graphics | 14 inch FHD+ | Window 11 | Titan Grey,DELL,ULTRA 5-135H,16,512GB SSD,INTEL ARC GRAPHICS,19800000
Dell 14 DC14255 DC4AI5278W1 : Ryzen AI 5 330 | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,DELL 14 DC14255 DC4AI5278W1 : RYZEN AI 5 330,16,512GB SSD,AMD RADEON GRAPHICS,19799000
HP Elitebook 640 G11 : Ultra 7-155U | 16GB RAM | 256GB GB | 14 inch WUXGA | Window 11 | Silver,HP,ULTRA 7-155U,16,N/A,INTEL ARC GRAPHICS,19900000
MSI Katana 15 B13UDXK 2270VN : i5-13500H | 8GB RAM | 1TB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,N/A,8,1TB SSD,RTX 3050 6GB,19900000
MSI Thin 15 B13VE-2824VN : i5-13420H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD | Windows 11 Home | Grey,MSI,INTEL CORE I5-13420H,16,512GB SSD,RTX 4050 6GB,19900000
HP Victus 16-s1149AX AZ0D4PA : R5 8645HS | 16GB RAM | 512GB SSD | RTX 3050 6GB | 16.1 inch FHD | Windows 11 Home | Black,HP,AMD RYZEN 5 8645HS,16,512GB SSD,RTX 3050 6GB,19900000
Lenovo Thinkbook 14 G7+ AHP : R7 H 255 | 24GB RAM | 512GB SSD | AMD Radeon 860M | 14 inch WQXGA | Windows 11 | Grey,LENOVO,AMD RYZEN 7 H 255,24,512GB SSD,AMD RADEON 860M,19900000
PC Dell 24AIO EC24250 DR93T66 : i5-1334U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 23.8 inch FHD | Camera | BT | KB + M | Windows 11 | Office 2024 | Dark Shadow Gray,DELL,N/A,16,1TB SSD,INTEL IRIS XE GRAPHICS,21099000
Dell Latitude 7440 : i7-1365U | 32GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Windows 11 | Grey,DELL,N/A,32,512GB SSD,INTEL IRIS XE GRAPHICS,19950000
HP Elitebook 840 G11 : Ultra 5-135U | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch FHD | Window 11 | Sliver,HP,ULTRA 5-135U,16,512GB SSD,INTEL ARC GRAPHICS,19950000
Dell 16 LDC16250-7278BLK-PUS : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 16 inch FHD+ Touch | Windows 11 | Carbon Black,DELL,CORE 7 150U,16,1TB SSD,INTEL® GRAPHICS,19950000
HP 15-fr0032TU BZ7T9PA : i7-13620H | 16GB RAM | 512GB SSD | Intel Graphics | 15.6 inch FHD | Win 11 Home | Silver,HP,N/A,16,512GB SSD,INTEL GRAPHICS,19990000
Dell Inspiron 3530 : i7-1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 + Office | Black,DELL,N/A,8,512GB SSD,INTEL IRIS XE,19990000
Dell DC15250 CPH997 : i7-1355U | 16GB RAM | 1TB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Bạc,DELL,N/A,16,1TB SSD,INTEL UHD GRAPHICS,20099000
Dell Pro 14 Essential PV14250 71084489 : Core 5 120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 5 120U,16,1TB SSD,INTEL GRAPHICS,20199000
HP 15-fd1058TU 9Z2X6PA : Ultra 7-155H | 16GB RAM | 1TB SSD | Intel Arc Graphics | 15.6 inch FHD | Win 11 Home | Silver,HP,INTEL CORE ULTRA 7-155H,16,1TB SSD,INTEL ARC GRAPHICS,20200000
Lenovo ThinkBook 14 Gen 7 IML 21MR006YVN : Ultra 5 125U | 16GB RAM | 512GB SSD | 14 inch WUXGA | Intel Graphics | Win 11 Home | Grey,LENOVO,INTEL CORE ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,20200000
Lenovo ThinkBook 16 G7 IML 21MS007GVN : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel Graphics | 16 inch WUXGA | Windows 11 Home | Grey,LENOVO,INTEL CORE ULTRA 5-125U,16,512GB SSD,INTEL GRAPHICS,20200000
ASUS Vivobook S3407C S3407CA-LY095WS : Ultra 5-225H | 16GB RAM | 512GB SSD | Intel ARC Graphics | 14 inch WUXGA | Windows 11 + Office | Matte Gray,ASUS,ULTRA 5-225H,16,512GB SSD,INTEL ARC GRAPHICS,20400000
HP 15-fd1039TU 9Z2W7PA : Core 7-150U | 16GB RAM | 512GB SSD | Intel Graphics | 15.6 inch FHD | Windows 11 | Silver,HP,INTEL® CORE™ 7-150U,16,512GB SSD,INTEL GRAPHICS,20400000
Dell 14 Plus 2in1 DB14255 : Ryzen AI 7 350 | Ram 16GB | SSD 1TB | Màn 14 inch FullHD+ Touch | Window 11 | Midnight Blue | New,DELL,DELL 14 PLUS 2IN1 DB14255 : RYZEN AI 7 350,16,SSD 1TB,AMD RADEON GRAPHICS,20490000
Dell inspiron 15 3530 N3530 - i7U161W11BLU-FP : i7-1355U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Win 11 Home | Office Home and Student 2021 | Black,DELL,INTEL CORE I7-1355U,16,1TB SSD,INTEL IRIS XE GRAPHICS,20490000
Asus Vivobook 15 OLED A1505VA-MA469W: i9-13900H | 16GB RAM | 512GB SSD | Iris Xe Graphics | 15.6 inches 2.8K | Windows 11 | Bạc,ASUS,N/A,16,512GB SSD,IRIS XE GRAPHICS,20500000
HP Pavilion 15-eg3091TU 8C5L2PA : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 | Warm Gold,HP,N/A,16,512GB SSD,INTEL IRIS XE,20500000
HP ProBook 460 G11 A74BSPT : Ultra 5 125U | 8GB RAM | 512GB SSD | Intel Graphics | 16 inch WUXGA | Win11 | Silver,HP,ULTRA 5 125U,8,512GB SSD,INTEL GRAPHICS,20500000
Dell Inspiron 15 3530 N3530-i7U161W11SLU-BL : i7-1355U | 16GB RAM | 1TB SSD | 15.6 inch FHD 120Hz | Windows 11 Home | Office Home 2024 | LED KB | Silver,DELL,INTEL CORE I7-1355U,16,1TB SSD,INTEL IRIS XE GRAPHICS,20500000
HP Victus 15-fa2731TX B85LNPA : i5-13420H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Black,HP,CORE I5-13420H,16,512GB SSD,RTX 3050 6GB,20500000
HP ProBook 440 G11 A74B4PT : Ultra 5-125U | 8GB RAM | 512GB SSD | Intel® Graphics | 14 inch WUXGA | Windows 11 | Bạc,HP,ULTRA 5-125U,8,512GB SSD,INTEL® GRAPHICS,20500000
Dell Inspiron 5640 : Core 7 150U | 32GB RAM  | 1TB SSD  | 16 inch FHD+ TOUCH | Intel Graphics | Windows 11 | Silver,DELL,CORE 7 150U,32,1TB SSD,INTEL GRAPHICS,20500000
HP Pavilion X360 14-ek2017TU 9Z2V5PA : Core 5 - 120U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch FHD | Touch + Pen | Windows 11 | Silver,HP,INTEL CORE 5-120U,16,512GB SSD,INTEL® GRAPHICS,20500000
ASUS Gaming Vivobook K3605ZU-RP296W : i5-12500H | 16GB RAM | 512GB SSD | FingerPrint | RTX 4050 6GB | 16 inch WUXGA | Windows 11 | Đen,ASUS,N/A,16,512GB SSD,RTX 4050 6GB,20500000
Dell Pro 14 PC14250 01MTXTPC14250.235U.07 : Ultra 5-235U vPro | 8GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Home | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.235U.07 : ULTRA 5-235U VPRO,8,512GB SSD,INTEL GRAPHICS,21899000
Dell Latitude 5550 : Ultra 7-155U | RAM 16GB | SSD 512GB | 15.6 inch FHD | Intel Graphics | Window 11,DELL,DELL LATITUDE 5550 : ULTRA 7-155U,16,SSD 512GB,INTEL® GRAPHICS,20700000
MSI Modern 15 H AI C2HMG 220VN : Core Ultra 7-255H | 16GB RAM | 512GB SSD | Intel® Arc Graphics | 15.6 inch FHD | Led Keyboard | Windows 11 | Classic Black,MSI,CORE™ ULTRA 7- 255H,16,512GB SSD,INTEL® ARC GRAPHICS,20700000
Dell Latitude 5450 : Ultra 7-165U | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch FHD | Window 11 | Titan Grey,DELL,DELL LATITUDE 5450 : ULTRA 7-165U,16,512GB SSD,INTEL ARC GRAPHICS,20700000
Lenovo LOQ 15IAX9E 83LK0079VN : i5-12450HX | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Grey,LENOVO,INTEL CORE I5-12450HX,16,512GB SSD,RTX 3050 6GB,20799000
Lenovo ThinkPad E14 Gen 7 21SX002QVA : Ultra 5 225U | 16GB RAM | 512GB SSD | 14 inch WUXGA | Intel Graphics | NoOS | Black,LENOVO,ULTRA 5 225U,16,512GB SSD,INTEL GRAPHICS,20800000
[ NEW OUTLET] Dell Precision 3571 : i7-12800H | 16GB RAM | 512GB SSD | Quadro RTX A1000 | 15.6 inch FHD | Grey,DELL,N/A,16,512GB SSD,QUADRO RTX A1000,20800000
Acer Nitro Lite 16 NL16-71G-56WQ : i5-13420H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | 16″ FHD+ 165Hz IPS | Windows 11 Home,ACER,N/A,16,512GB SSD,RTX 3050 6G,20800000
MSI Katana GF66 12UC-699VN : i5-12450H | 8GB RAM | 512GB SSD | RTX 3050 4GB | 15.6 inch FHD 144Hz | Windows 11 | Black,MSI,N/A,8,512GB SSD,RTX 3050 4GB,20890000
Dell 14 DC14255 R7165W11SLU : Ryzen 7 250 | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,DELL 14 DC14255 R7165W11SLU : RYZEN 7 250,16,512GB SSD,AMD RADEON GRAPHICS,20899000
HP Pavilion X360 14-ek1048TU 80R26PA: i5-1335U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD Touch + Pen | Finger | Windows 11 | Pale Rose Gold,HP,N/A,8,512 GB SSD,INTEL IRIS XE GRAPHICS,20899000
Dell Latitude 7440 : i7-1365U | 32GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch QHD+ Touch | Windows 11 | Grey | Outlet New,DELL,N/A,32,512GB SSD,IRIS XE GRAPHICS,20950000
HP 15-fd1037TU 9Z2W5PA : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 15.6 inch FHD | Windows 11 | Silver,HP,INTEL® CORE™ 7-150U,16,1TB SSD,INTEL GRAPHICS,21000000
Acer Aspire 7 A715-59G-55MD : i5-13420H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,ACER,N/A,16,512GB SSD,RTX 3050 6GB,21000000
Dell Inspiron 3530 P16WD : i7-1355U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 15.6 inch FHD 120Hz | Windows 11 + Office | Bạc,DELL,N/A,16,1TB SSD,INTEL IRIS XE,21099000
Dell Inspiron 5440 71034769 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Finger | Windows 11 + Office | Ice Blue,DELL,CORE 5-120U,16,1TB SSD,INTEL GRAPHICS,21500000
Lenovo Yoga 7 2in1 16AHP9 : AMD RYZEN 7 8840HS | RAM 16GB (OB)| SSD 1TB | 16 inch FHD Touch | Window 11 | Luna Grey,LENOVO,AMD RYZEN™ 7 8840HS,16,SSD 1TB,AMD RADEON™ GRAPHICS,21500000
LENOVO Xiaoxin Pro 14c 2025 AHP10R-00CD : Ryzen 7 H 255 | 24GB RAM | 1TB SSD | AMD Radeon Graphic 780M |14 inch 2.8K OLED | Grey,LENOVO,LENOVO XIAOXIN PRO 14C 2025 AHP10R-00CD : RYZEN 7 H 255,24,1TB SSD,AMD RADEON GRAPHIC 780M,22900000
Dell Latitude 7340 : i7 1365U | 16GB RAM | 512G SSD | Intel Iris Xe Graphics | 13.3 inch Full HD | Windows 11 | Black + Likenew Outlet,DELL,N/A,16,512G SSD,INTEL IRIS XE GRAPHICS,20950000
HP Elitebook 630 G11 A7LL8PT : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel Graphics | 13.3 inch WUXGA | Windows 11 | Silver,HP,ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,21700000
ASUS Vivobook 16 K3607VJ-RP106W : Core 7-240H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 16 inch WUXGA | Windows 11 | Đen,ASUS,CORE 7-240H,16,512GB SSD,RTX 3050 6GB,21700000
HP ProBook 440 G11 A74B5PT: Ultra 5 125U | 16GB RAM | 512GB SSD | Intel Graphics | 14.0 inch WUXGA  |  Windows 11 | Silver,HP,ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,21800000
Lenovo ThinkPad E14 Gen 7 21SX002NVA : Ultra 5 225H | 16GB RAM | 512GB SSD | Intel Arc 130T GPU | 14 inch WUXGA IPS | NoOS | Đen,LENOVO,ULTRA 5 225H,16,512GB SSD,N/A,21800000
Dell Inspiron 5640 71035923 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,DELL,CORE 5-120U,16,1TB SSD,INTEL GRAPHICS,21800000
ASUS ExpertBook P5 P5405CSA-NZ0016W : Ultra 5-226V | 16GB RAM | 512GB | Intel Arc Graphics | 14.0 inch WQXGA | Windows 11 Home | Grey,ASUS,INTEL CORE ULTRA 5-226V,16,N/A,INTEL ARC GRAPHICS,21900000
HP Probook 460 G11 A74BXPT : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc | 16 inch WUXGA | Windows 11 | Silver,HP,ULTRA 5-125H,16,512GB SSD,INTEL® ARC™ GRAPHICS,21900000
Dell Latitude 7350 Detachable : Ultra 5-134U |  16GB RAM | 256GB SSD  |  Intel Graphics | 13 inch QHD+ | Touch | Win 11 | Platinum Gray |  Outlet NEW,DELL,ULTRA 5 134U,16,256GB SSD,INTEL GRAPHICS,21900000
Dell Latitude 7350 : Ultra 7-165U | RAM 16GB | SSD 512GB | Intel Arc Graphics | 13 inch QHD+ | Touch | Windows 11 |  Silver,DELL,ULTRA 7-165U,16,SSD 512GB,INTEL ARC GRAPHICS,21900000
Dell Inspiron 5640 N6I5419W1 : i5-1334U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,DELL,N/A,16,512GB SSD,INTEL IRIS XE,21900000
MSI Venture A14 AI+ A3HMG 004VN : Ryzen AI 5 340 | 16GB RAM | 512GB SSD | AMD Radeon™ Graphics | 14 inch 2.8K OLED | Led Keyboard | Windows 11 | Solid Gray,MSI,MSI VENTURE A14 AI+ A3HMG 004VN : RYZEN AI 5 340,16,512GB SSD,AMD RADEON™ GRAPHICS,22000000
MSI Katana 15 B13UDXK 2411VN : i7-13620H | 16GB RAM |  512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,N/A,16,512GB SSD,RTX 3050 6GB,22000000
Dell Inspiron 16 5640 71053723 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 16.0 inch FHD+ | Win 11 Home | Office Home 2024 | Blue,DELL,INTEL CORE 5-120U,16,1TB SSD,INTEL IRIS XE GRAPHICS,22000000
Dell Inspiron 5440 N4I5211W1 : i5-120U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch FHD+ | Windows 11 + Office | Finger Print | Platinium Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,22199000
Acer Swift Go AI OLED SFG14-73-57FZ : Core Ultra 5 125H | 16GB RAM | 512GB SSD | FingerPrint | Arc Graphics | 14 inch 2.8K | Windows 11 | Bạc,ACER,CORE ULTRA 5 125H,16,512GB SSD,ARC GRAPHICS,22200000
Lenovo LOQ 15ARP9 83JC00M3VN : Ryzen 5 7235HS | 16GB | 1TB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win11,LENOVO,AMD RYZEN™ 5 7235HS,N/A,1TB SSD,RTX 3050 6GB,22200000
Dell DC15250 i7U161W11SLU-5 : i7-1355U | 16GB RAM | 1TB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Platinum Silver,DELL,N/A,16,1TB SSD,INTEL UHD GRAPHICS,22300000
HP 14-ep1005TU 9Z2W0PA : I7-150U | 16GB RAM | 1TB SSD | Intel® Graphics | 14 inch FHD | Windows 11 | Silver,HP,INTEL CORE 7‑150U,16,1TB SSD,INTEL GRAPHICS,22300000
Acer Aspire 7 A715-59G-78WG : i7-13620H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,ACER,N/A,16,512GB SSD,RTX 3050 6GB,22400000
GIGABYTE G5 MF5-H2VN353KH : i7-13620H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 | Black,GIGABYTE,INTEL CORE I7-13620H,16,512GB SSD,RTX 4050 6GB,22500000
Dell Latitude 3450 71058805 : i7-1355U | 16GB RAM | 512GB SSD | 14 inch FHD | Intel Iris Xe Graphics | Ubuntu | Black,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,22500000
LENOVO Yoga 7 2in1 16ILL10 : Ultra 7-256V | 16GB RAM (OB) | 1TB SSD | Intel Arc Graphics 140V | 16 inch FHD | Touch | Luna Grey | NEW Openbox,LENOVO,ULTRA 7-256V,16,1TB SSD,INTEL ARC GRAPHICS 140V,22500000
MSI Katana 15 B13UDXK-2269VN : i7-13620H | 8GB RAM | 1TB SSD | RTX3050/6GB | 15.6 FHD IPS 144Hz | Windows 11 | Đen | KB 4-Zone RGB,MSI,N/A,8,1TB SSD,RTX3050/6GB,22500000
Dell Pro 14 PC14250 01MTXTPC14250.235U.10 : Ultra 5-235U vPro | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Fingerprint | Windows 11 Home | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.235U.10 : ULTRA 5-235U VPRO,16,512GB SSD,INTEL GRAPHICS,23899000
PC Dell Vostro 3020 STI7V3020W1 : i7-13700 | 16GB RAM | 512GB SSD | Intel UHD Graphics 770 |  | Windows 11+Office | Keyboard + Mouse |  Black,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS 770,22599000
MSI Katana 15 B13VFK-252VN : i7 13620H | 8GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,CORE I7-13620H,8,512GB SSD,GEFORCE RTX 4050 6GB,22600000
Acer Nitro V 15 ANV15-41-R732 : Ryzen 5 6600H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB | 15.6″ FHD 165Hz IPS | Windows 11,ACER,AMD RYZEN™ 5 6600H,16,512GB SSD,RTX 4050 GB,22600000
Lenovo LOQ 15ARP9 83JC00LVVN : Ryzen 5 7235HS | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11,LENOVO,AMD RYZEN™ 5 7235HS,16,512 SSD,RTX 3050 6GB,22700000
Lenovo ThinkPad E14 Gen 7 21SX002PVA : Ultra 5 225H | 16GB RAM | 1TB SSD | Intel Arc 130T GPU | 14 inch WUXGA IPS | NoOS | Đen,LENOVO,ULTRA 5 225H,16,1TB SSD,N/A,22800000
Dell Pro 14 PC14250 : Ultra 5 235U vPro | 16GB RAM  | 256GB SSD | 14 inch FHD + IR Cam + Touch | Windows 11 Pro,DELL,ULTRA 5 235U,16,256GB SSD,N/A,22800000
Dell Inspiron 14 5440 71053697 : Core 5-120U | 16GB RAM | 1TB SSD | 14.0 inch FHD+ | Intel Graphics | Fingerprint | Windows 11 Home | Office 24 | Blue,DELL,INTEL CORE 5-120U,16,1TB SSD,INTEL GRAPHICS,22899000
ASUS Vivobook S 14 OLED S5406MA-PP136W : Ultra 5-125H | 16GB RAM | 1TB SSD | Arc Graphics | 14 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 5-125H,16,1TB SSD,ARC GRAPHICS,22900000
ASUS TUF Gaming A15 FA507NUR-LP101W : R7-7435HS | 16GB RAM | 512GB SSD | RTX4050/6GB | 15.6 inch FHD | Windows 11 | Xám,ASUS,N/A,16,512GB SSD,RTX4050/6GB,22900000
Dell Pro 14 Essential PV14250 PV14250-150U-161TBU : Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Ubuntu | Platinium Silver,DELL,CORE 7 150U,16,1TB SSD,INTEL GRAPHICS,22899000
HP Victus 15-fa2732TX B85LPPA : i5-13420H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Black,HP,INTEL CORE I5-13420H,16,512GB SSD,RTX 4050 6GB,23000000
HP ProBook 4 G1i 16 BQ5D3PT : U5-225U | 8GB RAM | 512GB SSD | Intel Graphics | 16 inch WUXGA | Windows 11 | Bạc,HP,N/A,8,512GB SSD,INTEL GRAPHICS,23000000
HP Pavilion X360 14-ek2013TU 9Z2V4PA :  Intel Core 7-150U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch FHD | Touch + Pen | Windows 11 | Silver,HP,INTEL® CORE™ 7-150U,16,512GB SSD,INTEL IRIS XE GRAPHICS,23000000
Lenovo ThinkPad E14 GEN 6 21M7004UVN : Ultra 7 155U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Win11 Home | Black,LENOVO,INTEL CORE ULTRA 7-155U,16,512GB SSD,INTEL GRAPHICS,23000000
Latop Dell Latitude 3450 L3450-1355U-08512W : i7-1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 Home | Black,DELL,INTEL CORE I7-1355U,8,512GB SSD,INTEL IRIS XE GRAPHICS,23190000
HP ProBook 440 G11 A74B9PT : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc Graphics |14 inch WUXGA Touch | Fingerprint | Windows 11 | Silver,HP,ULTRA 5-125H,16,512GB SSD,INTEL UHD GRAPHICS,23200000
ASUS ExpertBook P5 P5405CSA-NZ0450WS : Ultra 5-226V | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WQXGA  | Win 11 Home | Office Home 2024 | Grey,ASUS,INTEL CORE ULTRA 5-226V,16,512GB SSD,INTEL ARC GRAPHICS,23200000
Dell Pro 14 PC14250 71076111 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+  | Windows 11 Home | Magnetite,DELL,CORE 5 120U,16,1TB SSD,INTEL GRAPHICS,23200000
Dell Inspiron 16 Plus 7640 : Ultra 9-185H | RAM 32G | SSD 2T | 16 inch FHD+ | Touch | Intel Arc Graphics | Win 11 | Ice Blue  | NEW OPENBOX,DELL,ULTRA 9 185H,N/A,SSD 2T,INTEL ARC GRAPHICS,23200000
HP Elitebook 630 G11 A7LM7PT : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel® Graphics | 13.3 inch WUXGA Touch | Windows 11 | Bạc,HP,ULTRA 5-125U,16,512GB SSD,INTEL® GRAPHICS,23300000
HP EliteBook 640 G11 A7LB1PT : Ultra 5 125U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Windows 11 | Silver,HP,INTEL CORE ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,23300000
Dell Inspiron 5440 C5U165W11IBD2 : Core 5-120U | 16GB RAM | 512GB SSD | Intel Graphics + MX570 2GB | 14 inch 2.2K | Finger | Windows + Office | Ice Blue,DELL,CORE 5-120U,16,512GB SSD,INTEL GRAPHICS + MX570 2GB,23300000
